name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lopérec, Bretagne, France",2024-05-01,58.2,43.2,50.0,58.2,39.6,48.7,44.4,82.4,0.004,64.5,4.17,rain,0.0,0.0,16.8,9.2,147.7,1007.7,88.9,8.2,183.5,15.9,6,10,2024-05-01T06:56:43,2024-05-01T21:30:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFRJ,LFRO,LFRL,LFRB,LFRQ"
"Boucoiran-et-Nozières, Occitanie, France",2024-05-01,59.9,55.1,57.1,59.9,55.1,57.1,54.6,91.3,1.338,100.0,70.83,rain,0.0,0.0,25.5,6.8,337.2,1004.9,93.8,6.6,16.0,1.5,1,10,2024-05-01T06:34:26,2024-05-01T20:47:02,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFMV,LFMT,LFTW,LFMO"
"Longages, Occitanie, France",2024-05-01,57.1,46.5,51.7,57.1,41.7,49.5,48.5,88.9,0.225,100.0,58.33,rain,0.0,0.0,29.1,16.1,273.2,1008.0,99.5,6.9,12.3,1.1,0,10,2024-05-01T06:47:40,2024-05-01T20:57:24,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,LFBO
"Ordan-Larroque, Occitanie, France",2024-05-01,55.9,46.5,50.3,55.9,41.3,47.8,47.4,89.6,0.347,100.0,58.33,rain,0.0,0.0,28.2,14.4,274.2,1008.6,98.9,5.7,12.2,0.9,0,10,2024-05-01T06:50:01,2024-05-01T21:01:15,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBO,LFBA,LFBP,LFBT"
"Bordeaux, Nouvelle-Aquitaine, France",2024-05-01,57.1,48.2,51.6,57.1,45.0,50.6,48.0,87.7,0.395,100.0,70.83,rain,0.0,0.0,18.8,13.7,294.3,1008.9,97.0,6.9,35.8,3.0,1,10,2024-05-01T06:51:32,2024-05-01T21:08:06,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C8425,LFBC,LFBD"
"Cabrières, Occitanie, France",2024-05-01,60.3,55.1,57.7,60.3,55.1,57.7,55.0,90.8,0.945,100.0,75.0,rain,0.0,0.0,24.4,9.4,346.7,1004.8,94.4,6.2,22.8,2.1,1,10,2024-05-01T06:33:30,2024-05-01T20:45:41,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFMV,LFMT,LFMI,LFMY,LFTW,LFMO"
"Betton, Bretagne, France",2024-05-01,57.0,48.5,51.6,57.0,47.4,51.0,46.5,83.4,0.281,100.0,87.5,rain,0.0,0.0,13.9,6.9,351.4,1008.0,96.4,8.3,108.8,9.2,4,10,2024-05-01T06:47:23,2024-05-01T21:20:55,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFRN,D5919,LFRD"
"Niherne, Centre-Val de Loire, France",2024-05-01,55.4,49.2,54.1,55.4,45.2,53.7,53.0,96.3,1.238,100.0,75.0,rain,0.0,0.0,19.9,11.0,290.8,1006.3,97.4,4.1,22.3,1.9,1,10,2024-05-01T06:38:06,2024-05-01T21:04:27,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFLX"
"Sorigny, Centre-Val de Loire, France",2024-05-01,55.3,48.7,50.9,55.3,44.5,50.2,49.7,96.1,0.527,100.0,54.17,rain,0.0,0.0,20.8,11.4,299.5,1006.6,96.1,4.2,29.3,2.5,1,10,2024-05-01T06:40:31,2024-05-01T21:09:01,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFYR,LFBI,LFOT"
"Veurey-Voroize, Auvergne-Rhône-Alpes, France",2024-05-01,63.7,47.2,54.3,63.7,46.3,54.2,50.7,88.4,0.189,100.0,45.83,rain,0.0,0.0,13.2,6.6,301.4,1005.3,92.2,5.5,160.1,14.0,6,10,2024-05-01T06:25:45,2024-05-01T20:44:21,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F1608,LFLS,LFLB,LFLL"
"Marre, Grand Est, France",2024-05-01,77.8,52.6,64.5,77.8,52.6,64.5,54.3,71.7,0.028,100.0,8.33,rain,0.0,0.0,32.7,12.5,28.0,1004.6,73.5,8.3,266.7,23.2,7,75,2024-05-01T06:16:47,2024-05-01T20:55:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with strong storms possible.,rain,"LFSI,D9638,LFJL"
"Villenave, Nouvelle-Aquitaine, France",2024-05-01,56.5,47.7,50.6,56.5,45.5,49.3,48.2,91.3,0.584,100.0,79.17,rain,0.0,0.0,21.5,9.4,282.8,1009.6,92.9,7.2,17.3,1.4,1,10,2024-05-01T06:54:27,2024-05-01T21:06:58,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBZ,LFBY,LFBM,LFBC,LFBP"
"Saint-Claude-de-Diray, Centre-Val de Loire, France",2024-05-01,56.7,52.6,54.7,56.7,52.6,54.7,53.6,96.1,1.1,100.0,75.0,rain,0.0,0.0,17.2,8.5,290.8,1006.1,97.9,4.4,16.5,1.6,1,10,2024-05-01T06:36:38,2024-05-01T21:07:06,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFOJ,LFOT"
"Poncins, Auvergne-Rhône-Alpes, France",2024-05-01,61.9,52.7,56.5,61.9,52.7,56.5,53.8,91.0,0.351,100.0,45.83,rain,0.0,0.0,12.3,4.8,313.7,1005.5,97.7,5.8,139.9,12.0,5,10,2024-05-01T06:30:27,2024-05-01T20:51:16,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFLY,LFMH,LFLL,D2904"
"Saint-Paulien, Auvergne-Rhône-Alpes, France",2024-05-01,55.4,48.2,52.8,55.4,47.9,52.8,50.6,92.4,0.618,100.0,70.83,rain,0.0,0.0,14.1,6.9,246.8,1006.1,98.0,5.8,42.3,3.7,4,10,2024-05-01T06:33:16,2024-05-01T20:51:13,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFHP,LFMH"
"Notre-Dame-des-Landes, Pays de la Loire, France",2024-05-01,56.0,48.8,51.9,56.0,46.7,51.4,47.8,86.3,0.284,100.0,66.67,rain,0.0,0.0,12.3,6.0,250.8,1008.0,96.5,7.7,105.3,8.9,5,10,2024-05-01T06:49:45,2024-05-01T21:19:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFRZ,E0490,LFRN,LFRS"
"Saint-Martin-d'Abbat, Centre-Val de Loire, France",2024-05-01,58.9,53.9,56.1,58.9,53.9,56.1,54.6,94.7,0.533,100.0,66.67,rain,0.0,0.0,20.8,11.4,267.7,1005.6,98.0,6.3,138.8,12.3,7,10,2024-05-01T06:32:37,2024-05-01T21:04:21,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFOJ,F5282"
"Soulomès, Occitanie, France",2024-05-01,54.3,45.4,51.0,54.3,39.9,49.5,49.1,93.2,1.142,100.0,79.17,rain,0.0,0.0,21.9,12.4,270.9,1006.8,96.7,4.0,9.5,0.8,0,10,2024-05-01T06:43:19,2024-05-01T20:58:54,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFCR"
"Granges-sur-Lot, Nouvelle-Aquitaine, France",2024-05-01,56.1,48.5,51.4,56.1,43.5,49.5,48.4,89.4,0.312,100.0,45.83,rain,0.0,0.0,23.7,15.7,290.3,1007.9,97.3,6.0,15.9,1.5,1,10,2024-05-01T06:48:26,2024-05-01T21:02:50,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBA,LFBE"
"Mende, Wakiso, Uganda",2024-05-01,81.6,65.2,72.0,83.7,65.2,72.2,65.6,81.3,0.04,100.0,25.0,rain,0.0,0.0,28.9,17.2,176.0,1011.1,68.4,12.4,233.2,20.3,9,10,2024-05-01T06:43:22,2024-05-01T18:51:16,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HUEN,remote"
"Mûrs-Erigné, Pays de la Loire, France",2024-05-01,55.3,48.3,51.0,55.3,44.9,50.2,47.3,87.4,0.387,100.0,54.17,rain,0.0,0.0,19.7,9.8,301.1,1007.6,98.0,7.4,19.5,1.5,1,10,2024-05-01T06:45:06,2024-05-01T21:14:25,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,LFJR
"Camprond, Normandie, France",2024-05-01,52.5,47.1,49.9,52.5,45.4,48.9,47.1,90.0,0.428,100.0,70.83,rain,0.0,0.0,13.4,7.8,289.3,1007.9,91.4,6.2,19.5,1.7,1,10,2024-05-01T06:43:42,2024-05-01T21:22:15,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRK,EGJJ,LFRC,LFRD"
"Saint Pierre, Saint Pierre and Miquelon",2024-05-01,53.5,40.7,43.5,53.5,31.5,37.1,40.6,89.7,0.0,38.7,0.0,,0.0,,24.2,26.4,11.6,1006.5,89.9,8.6,221.3,19.1,9,10,2024-05-01T06:28:55,2024-05-01T20:55:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CADS,LFVP"
"Chamarandes-Choignes, Grand Est, France",2024-05-01,76.2,51.7,62.2,76.2,51.7,62.2,54.1,77.0,0.257,100.0,33.33,rain,0.0,0.0,29.3,10.3,8.7,1004.9,92.4,6.9,136.6,12.0,5,60,2024-05-01T06:20:21,2024-05-01T20:53:24,0.75,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,"LFSI,LFSO,E8061"
"Anthenaise, La Chapelle-Anthenaise, Pays de la Loire, France",2024-05-01,55.3,48.1,51.1,55.3,44.2,50.3,48.3,90.2,0.509,100.0,45.83,rain,0.0,0.0,19.2,10.3,304.5,1007.3,96.7,5.7,14.5,1.2,1,10,2024-05-01T06:43:30,2024-05-01T21:16:50,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFJR,LFRM"
"Malleloy, Grand Est, France",2024-05-01,77.8,54.4,65.4,77.8,54.4,65.4,53.2,66.7,0.008,90.3,4.17,rain,0.0,0.0,19.9,11.5,12.3,1004.5,66.9,8.2,268.5,23.2,8,75,2024-05-01T06:14:30,2024-05-01T20:51:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with strong storms possible.,rain,"LFSO,LFSN,E5181,LFJL"
"Récourt-le-Creux, Grand Est, France",2024-05-01,77.2,52.9,64.1,77.2,52.9,64.1,53.7,71.1,0.055,100.0,12.5,rain,0.0,0.0,32.9,11.4,17.6,1004.6,75.5,8.2,263.7,22.8,7,75,2024-05-01T06:17:01,2024-05-01T20:55:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with strong storms possible.,rain,"LFSI,LFSO,LFSN,D9638,LFJL"
"Moustoir-Ac, Bretagne, France",2024-05-01,56.3,46.0,50.9,56.3,44.4,50.3,46.6,85.9,0.0,61.3,0.0,rain,0.0,0.0,13.9,8.6,153.2,1007.8,94.1,8.3,179.3,15.4,6,10,2024-05-01T06:53:01,2024-05-01T21:24:46,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,"LFRZ,LFRH,E2977,LFRT"
"Guessling-Hémering, Grand Est, France",2024-05-01,79.3,53.8,65.2,79.3,53.8,65.2,52.5,65.8,0.0,83.9,0.0,rain,0.0,0.0,19.0,12.0,28.9,1004.4,60.9,8.4,231.7,19.9,7,75,2024-05-01T06:11:53,2024-05-01T20:49:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with strong storms possible.,rain,"F7474,LFSN,EDDR,LFJL"
"Saint-Saulge, Bourgogne-Franche-Comté, France",2024-05-01,62.7,53.0,56.1,62.7,53.0,56.1,53.9,92.5,0.342,100.0,41.67,rain,0.0,0.0,23.0,12.1,286.0,1005.6,95.4,6.5,114.5,9.9,5,10,2024-05-01T06:29:37,2024-05-01T20:57:21,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,LFOA
"Coutiches, Hauts-de-France, France",2024-05-01,73.1,52.0,62.4,73.1,52.0,62.4,54.6,77.2,0.115,100.0,20.83,rain,0.0,0.0,25.7,13.9,42.2,1006.5,80.1,6.7,254.3,22.1,8,30,2024-05-01T06:21:34,2024-05-01T21:08:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"EBCV,F2929,LFQQ,LFAQ"
"Fitz-James, Hauts-de-France, France",2024-05-01,70.4,52.6,60.7,70.4,52.6,60.7,54.2,80.7,0.279,100.0,25.0,rain,0.0,0.0,22.1,9.4,23.0,1005.8,83.6,5.7,147.2,12.7,4,30,2024-05-01T06:27:45,2024-05-01T21:07:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFPG,E3042,LFPT,LFOB,LFPB"
"Belfonds, Normandie, France",2024-05-01,54.4,47.2,50.6,54.4,42.0,49.4,48.0,91.2,0.511,100.0,45.83,rain,0.0,0.0,28.6,13.9,320.9,1007.1,90.5,4.4,51.1,4.6,2,10,2024-05-01T06:39:10,2024-05-01T21:15:01,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRK,LFRM"
"Fontaine-lès-Boulans, Hauts-de-France, France",2024-05-01,70.3,53.0,60.3,70.3,53.0,60.3,54.4,82.2,0.028,100.0,8.33,rain,0.0,0.0,26.8,15.2,36.4,1006.5,89.8,6.7,231.0,19.9,7,10,2024-05-01T06:25:09,2024-05-01T21:11:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8013,LFQQ,LFAQ,LFAT"
"Pérignat-lès-Sarliève, Auvergne-Rhône-Alpes, France",2024-05-01,57.1,49.9,53.1,57.1,48.3,53.1,51.7,95.0,0.452,100.0,83.33,rain,0.0,0.0,17.4,5.8,168.7,1006.0,95.3,6.5,21.2,1.6,1,10,2024-05-01T06:34:31,2024-05-01T20:55:23,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFLC,LFLV"
"Dognen, Nouvelle-Aquitaine, France",2024-05-01,55.1,46.0,49.3,55.1,41.6,46.6,46.7,90.9,0.7,100.0,75.0,rain,0.0,0.0,24.4,11.9,279.0,1009.9,95.9,6.3,16.2,1.4,1,10,2024-05-01T06:55:42,2024-05-01T21:05:09,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBZ,LFBY,LFBP,LFBT"
"Gerde, Occitanie, France",2024-05-01,53.7,35.0,45.5,53.7,31.7,42.5,42.9,90.7,0.67,100.0,66.67,rain,0.6,0.3,17.0,16.7,280.3,1009.5,98.1,4.1,22.0,1.9,1,10,2024-05-01T06:52:36,2024-05-01T21:01:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"LFBP,LFBT"
